id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_populasi,satuan,tahun
151,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,19404.0,EKOR,2018
152,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,29783.0,EKOR,2018
153,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,54456.0,EKOR,2018
154,32,JAWA BARAT,3273,KOTA BANDUNG,1715.0,EKOR,2018
155,32,JAWA BARAT,3279,KOTA BANJAR,1297.0,EKOR,2018
156,32,JAWA BARAT,3275,KOTA BEKASI,4320.0,EKOR,2018
157,32,JAWA BARAT,3271,KOTA BOGOR,201.0,EKOR,2018
158,32,JAWA BARAT,3277,KOTA CIMAHI,219.0,EKOR,2018
159,32,JAWA BARAT,3274,KOTA CIREBON,235.0,EKOR,2018
160,32,JAWA BARAT,3276,KOTA DEPOK,2500.0,EKOR,2018
161,32,JAWA BARAT,3272,KOTA SUKABUMI,659.0,EKOR,2018
162,32,JAWA BARAT,3278,KOTA TASIKMALAYA,2847.0,EKOR,2018
163,32,JAWA BARAT,3204,KABUPATEN BANDUNG,26291.0,EKOR,2019
164,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,6522.0,EKOR,2019
165,32,JAWA BARAT,3216,KABUPATEN BEKASI,21863.0,EKOR,2019
166,32,JAWA BARAT,3201,KABUPATEN BOGOR,18741.0,EKOR,2019
167,32,JAWA BARAT,3207,KABUPATEN CIAMIS,10205.0,EKOR,2019
168,32,JAWA BARAT,3203,KABUPATEN CIANJUR,41294.0,EKOR,2019
169,32,JAWA BARAT,3209,KABUPATEN CIREBON,4729.0,EKOR,2019
170,32,JAWA BARAT,3205,KABUPATEN GARUT,30057.0,EKOR,2019
171,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,10578.0,EKOR,2019
172,32,JAWA BARAT,3215,KABUPATEN KARAWANG,6480.0,EKOR,2019
173,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,28657.0,EKOR,2019
174,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,14834.0,EKOR,2019
175,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,17639.0,EKOR,2019
176,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15753.0,EKOR,2019
177,32,JAWA BARAT,3213,KABUPATEN SUBANG,33461.0,EKOR,2019
178,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,20374.0,EKOR,2019
179,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,30458.0,EKOR,2019
180,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,55053.0,EKOR,2019
181,32,JAWA BARAT,3273,KOTA BANDUNG,1271.0,EKOR,2019
182,32,JAWA BARAT,3279,KOTA BANJAR,1300.0,EKOR,2019
183,32,JAWA BARAT,3275,KOTA BEKASI,4417.0,EKOR,2019
184,32,JAWA BARAT,3271,KOTA BOGOR,213.0,EKOR,2019
