id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_populasi,satuan,tahun
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,45,EKOR,2022
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,365,EKOR,2022
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,125,EKOR,2022
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,297,EKOR,2022
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,560,EKOR,2022
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,33,EKOR,2022
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,0,EKOR,2022
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,104,EKOR,2022
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,54,EKOR,2022
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,132,EKOR,2022
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,3131,EKOR,2022
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,144,EKOR,2022
262,32,JAWA BARAT,3271,KOTA BOGOR,105,EKOR,2022
263,32,JAWA BARAT,3272,KOTA SUKABUMI,37,EKOR,2022
264,32,JAWA BARAT,3273,KOTA BANDUNG,25,EKOR,2022
265,32,JAWA BARAT,3274,KOTA CIREBON,1,EKOR,2022
266,32,JAWA BARAT,3275,KOTA BEKASI,27,EKOR,2022
267,32,JAWA BARAT,3276,KOTA DEPOK,266,EKOR,2022
268,32,JAWA BARAT,3277,KOTA CIMAHI,60,EKOR,2022
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,443,EKOR,2022
270,32,JAWA BARAT,3279,KOTA BANJAR,5,EKOR,2022
